상품명,3차 카테고리,식품유형,용도,가격,평점,리뷰 수,중량 수치,묶음수량,총중량,10g당 가격,상품ID,상품URL,basename,카테고리,세부형태,주재료/맛,조리유형,섭취용도,포장방식,고객평가,is_mixed_bundle,has_gift,is_valid_for_conjoint
양반 차돌박이 육개장 700g,한식,즉석조리식품,메인요리,15900,0.0,0,700,1,700,227.14,3842799,https://www.dongwonmall.com/product/detail.do?productId=003842799,양반 차돌박이 육개장,,,확인필요,,,,,False,False,True
동원 화끈한 골뱅이 400gx5캔,골뱅이/수산통조림,통조림,안주/반찬,43900,0.0,0,400,5,2000,219.5,3662802,https://www.dongwonmall.com/product/detail.do?productId=003662802,동원 화끈한 골뱅이,수산가공/통조림,,"해물, 골뱅이",즉석,식재료,캔,,False,False,True
동원 마이플랜트 오리지널 200g,햄/닭가슴살,가공육,반찬/주재료,4280,0.0,0,200,1,200,214.0,3646949,https://www.dongwonmall.com/product/detail.do?productId=003646949,동원 마이플랜트 오리지널,,,확인필요,,,,,False,False,True
동원 화끈한 골뱅이 400g x 10캔,골뱅이/수산통조림,통조림,안주/반찬,84800,0.0,0,400,10,4000,212.0,3621557,https://www.dongwonmall.com/product/detail.do?productId=003621557,동원 화끈한 골뱅이,수산가공/통조림,,"해물, 골뱅이",즉석,식재료,캔,,False,False,True
동원 을지로 골뱅이 & 구운아귀채 300g x 10캔 / 참치액소스,골뱅이/수산통조림,통조림,안주/반찬,62800,0.0,0,300,10,3000,209.33,3600761,https://www.dongwonmall.com/product/detail.do?productId=003600761,동원 을지로 골뱅이 & 구운아귀채 참치액소스,수산가공/통조림,,"해물, 골뱅이",즉석,식재료,캔,,False,False,True
동원참치 살코기 라이트스탠다드 90gx3캔,참치/연어통조림,통조림,반찬/주재료,5400,0.0,0,90,3,270,200.0,3744169,https://www.dongwonmall.com/product/detail.do?productId=003744169,동원참치 살코기 라이트스탠다드,참치/통조림,플레이크형,확인필요,즉석,반찬,캔,,False,False,True
동원 고추참치 90g x 3캔,참치/연어통조림,통조림,반찬/주재료,5400,0.0,0,90,3,270,200.0,3743878,https://www.dongwonmall.com/product/detail.do?productId=003743878,동원 고추참치,참치/통조림,플레이크형,스파이시(고추소스),즉석,반찬,캔,,False,False,True
동원참치 스프레드 체다치즈 100gx10캔,참치/연어통조림,통조림,반찬/주재료,20000,0.0,0,100,10,1000,200.0,3675827,https://www.dongwonmall.com/product/detail.do?productId=003675827,동원참치 스프레드 체다치즈,참치/통조림,플레이크형,치즈,즉석,반찬,캔,,False,False,True
비비드그린 비건 카레 180g,카레,소스,요리재료,3600,0.0,0,180,1,180,200.0,3586100,https://www.dongwonmall.com/product/detail.do?productId=003586100,비비드그린 비건 카레,,,확인필요,,,,,False,False,True
동원홈푸드 비비드키친 저당 볶음고추장 300g x 4개,간장/고추장/된장/쌈장,장류,조미료,24000,0.0,0,300,4,1200,200.0,3731376,https://www.dongwonmall.com/product/detail.do?productId=003731376,동원홈푸드 비비드키친 저당 볶음고추장,,,스파이시(고추소스),,,,,False,False,True
동원 프리미엄 동원참치액 900g,고춧가루/액젓,양념,조미료,17980,0.0,0,900,1,900,199.78,3672223,https://www.dongwonmall.com/product/detail.do?productId=003672223,동원 프리미엄 동원참치액,참치/통조림,플레이크형,확인필요,즉석,반찬,캔,,False,False,True
동원홈푸드 비비드키친 저당 제육볶음양념 250g x 2개,기타양념,양념,조미료,9900,0.0,0,250,2,500,198.0,3843498,https://www.dongwonmall.com/product/detail.do?productId=003843498,동원홈푸드 비비드키친 저당 제육볶음양념,소스/조미료,,확인필요,,,,,False,False,True
[4%적립금] 동원 양반 전통잣죽 285g x 24개입 x 3박스,죽/스프,즉석조리식품,간편식사,134400,0.0,0,285,72,20520,65.5,3686457,https://www.dongwonmall.com/product/detail.do?productId=003686457,동원 양반 전통잣죽 박스,죽류,레토르트죽,확인필요,전자레인지,식사대용,캔,,False,False,True
비비드그린 비건 짜장 180g x 2개,짜장,소스,요리재료,6900,0.0,0,180,2,360,191.67,3698503,https://www.dongwonmall.com/product/detail.do?productId=003698503,비비드그린 비건 짜장,,,확인필요,,,,,False,False,True
비비드그린 비건 짜장 180g x 2개,메인요리,즉석조리식품,메인요리,6900,0.0,0,180,2,360,191.67,3698503,https://www.dongwonmall.com/product/detail.do?productId=003698503,비비드그린 비건 짜장,,,확인필요,,,,,False,False,True
